_row,anon_polygon_id,date,n16_c60_r125_k2,n16_c60_r125_k3,n16_c80_r125_k2,n16_c80_r125_k3,n12_c60_r125_k2,n8_c80_r125_k3
34202,AOI-0051,2021-08-23,0.28394127,0.28394127,0.28394127,0.28394127,0.28394127,0.28394127
34203,AOI-0051,2021-08-28,0.28901050,0.28901050,0.28901050,0.28901050,0.31923900,0.28901050
34204,AOI-0051,2021-08-29,0.42146858,0.42146858,0.42146858,0.42146858,0.42671447,0.42146858
34205,AOI-0051,2021-09-03,,,,,,
34206,AOI-0051,2021-09-07,0.29756437,0.29756437,0.29756437,0.29756437,0.29756437,0.29756437
34213,AOI-0051,2021-10-02,0.29936283,0.29936283,0.29936283,0.29936283,0.29936283,0.29936283
34218,AOI-0051,2021-10-21,,,,,,
34226,AOI-0051,2022-05-09,0.40401647,0.45442319,0.40401647,0.45442319,0.40401647,0.40907871
34232,AOI-0051,2022-05-26,0.55826204,0.55826204,0.55826204,0.55826204,0.55826204,0.55826204
34233,AOI-0051,2022-05-27,,,,,0.32627617,0.32627617
34239,AOI-0051,2022-06-11,0.66680703,0.66680703,0.66680703,0.66680703,0.69078234,0.66645693
34241,AOI-0051,2022-06-19,0.65964342,0.69301434,0.65964342,0.69301434,0.65964342,0.69301434
34244,AOI-0051,2022-06-30,0.74936498,0.76305671,0.74936498,0.76305671,0.74936498,0.76305671
34247,AOI-0051,2022-07-09,0.70944041,0.71076820,0.70944041,0.71076820,0.70944041,0.71076820
34248,AOI-0051,2022-07-12,0.70354319,0.69708828,0.70354319,0.69708828,0.70354319,0.69708828
34255,AOI-0051,2022-07-22,,,,,0.70462935,0.70462935
34256,AOI-0051,2022-07-24,0.75530077,0.73961523,0.75530077,0.73961523,0.75530077,0.73961523
34258,AOI-0051,2022-07-29,0.71394229,0.71650883,0.71394229,0.71650883,0.71394229,0.71650883
34263,AOI-0051,2022-08-13,0.69752815,0.66496566,0.69752815,0.66496566,0.69752815,0.66496566
34269,AOI-0051,2022-08-28,0.49101547,0.47607375,0.49101547,0.47607375,0.49101547,0.47607375
34273,AOI-0051,2022-09-06,0.52528372,0.52528372,0.52528372,0.52528372,0.52528372,0.52528372
34275,AOI-0051,2022-09-14,0.52703486,0.47897954,0.52703486,0.47897954,0.52703486,0.47897954
34281,AOI-0051,2022-10-07,0.37990582,0.37591553,0.37990582,0.37591553,0.37990582,0.37591553
34284,AOI-0051,2022-10-15,0.42141817,0.41187784,0.42141817,0.41187784,0.42141817,0.41187784
34289,AOI-0051,2023-04-23,0.81986196,0.80203386,0.81986196,0.80203386,0.81986196,0.80203386
34318,AOI-0051,2023-07-31,0.37792966,0.37792966,0.37792966,0.37792966,0.37792966,0.37792966
34329,AOI-0051,2023-08-28,0.33019562,0.33151817,0.33019562,0.33151817,0.33019562,0.33151817
34334,AOI-0051,2023-09-09,,,,,,
34343,AOI-0051,2023-09-27,0.34971982,0.34779070,0.34971982,0.34779070,0.34971982,0.34779070
34347,AOI-0051,2023-10-04,0.33928193,0.34681744,0.33928193,0.34681744,0.33928193,0.34681744
34355,AOI-0051,2024-04-05,0.46258435,0.46258435,,,0.46258435,
34361,AOI-0051,2024-05-04,0.43401652,0.47452095,0.56555260,0.56555260,0.43401652,0.56555260
34365,AOI-0051,2024-05-22,0.47056607,0.47823503,0.55108786,0.55108786,0.47056607,0.55108786
34369,AOI-0051,2024-06-03,0.42597882,0.42597882,,,0.42597882,
34376,AOI-0051,2024-06-23,0.49982906,0.49982906,,,0.49982906,
34391,AOI-0051,2024-07-28,0.28593694,0.29680286,0.28377682,0.28377682,0.28593694,0.28377682
34401,AOI-0051,2024-08-27,0.28326343,0.28326343,0.27721301,0.27721301,0.28326343,0.27721301
34404,AOI-0051,2024-09-03,0.32469743,0.32469743,,,0.32469743,
34417,AOI-0051,2024-10-01,0.28288007,0.28527369,0.28461415,0.28461415,0.28288007,0.28461415
34418,AOI-0051,2024-10-05,0.31548684,0.31548684,,,0.31548684,
34419,AOI-0051,2024-10-06,0.28448279,0.28707678,0.27376357,0.27376357,0.28448279,0.27376357
34421,AOI-0051,2024-10-15,0.34296383,0.34126669,0.32568566,0.32568566,0.34296383,0.32568566
34435,AOI-0051,2025-05-09,0.80316337,0.79829878,0.80316337,0.79829878,0.80316337,0.79829878
34442,AOI-0051,2025-06-10,0.44537700,0.41940148,0.44537700,0.41940148,0.44537700,0.41940148
34448,AOI-0051,2025-06-27,0.30005538,0.32903340,0.30005538,0.32903340,0.30005538,0.32903340
34450,AOI-0051,2025-07-05,0.26206405,0.26214462,0.26206405,0.26214462,0.26206405,0.26214462
34452,AOI-0051,2025-07-10,0.22192523,0.22680355,0.22192523,0.22680355,0.22192523,0.22680355
34460,AOI-0051,2025-08-05,0.25706088,0.26271301,0.25706088,0.26271301,0.25706088,0.26271301
34463,AOI-0051,2025-08-12,0.18957418,0.18421292,0.18957418,0.18421292,0.18957418,0.18421292
34479,AOI-0051,2025-09-15,0.21833533,0.20884706,0.21833533,0.20884706,0.21833533,0.20884706
34480,AOI-0051,2025-09-16,0.19138035,0.18528648,0.19138035,0.18528648,0.19138035,0.18528648
34509,AOI-0052,2025-04-19,0.16877309,0.16655593,0.16877309,0.16877309,0.16877309,0.16877309
34559,AOI-0052,2025-06-08,0.48064465,0.48811848,0.48064465,0.48811848,0.48064465,0.48811848
34562,AOI-0052,2025-06-11,0.48313689,0.47514591,0.51361254,0.51361254,0.48313689,0.51361254
34586,AOI-0052,2025-07-05,0.58760281,0.57006592,0.58760281,0.57006592,0.58760281,0.57006592
34599,AOI-0052,2025-07-18,0.33388429,0.34267951,0.33388429,0.34267951,0.33388429,0.34267951
34634,AOI-0052,2025-08-22,0.18914061,0.18951114,0.18914061,0.18914061,0.18914061,0.18914061
34639,AOI-0052,2025-08-27,0.16911742,0.20408675,0.16911742,0.20408675,0.16911742,0.20408675
34649,AOI-0052,2025-09-06,0.17787234,0.16561113,0.17787234,0.17787234,0.17787234,0.17787234
34657,AOI-0052,2025-09-14,0.20271631,0.20177840,0.20271631,0.20271631,0.20271631,0.20271631
34690,AOI-0052,2025-10-17,0.17507655,0.17507655,0.18614984,0.18614984,0.17507655,0.18614984
34714,AOI-0053,2025-04-11,0.70818001,0.69696771,0.70818001,0.69696771,0.70818001,0.69696771
34717,AOI-0053,2025-04-14,0.68961466,0.70176219,0.68961466,0.70176219,0.68961466,0.70176219
34719,AOI-0053,2025-04-16,0.67055755,0.68819927,0.67055755,0.68819927,0.67055755,0.68819927
34722,AOI-0053,2025-04-19,0.79871170,0.80082953,0.79871170,0.80082953,0.79871170,0.80082953
34726,AOI-0053,2025-04-23,0.81687989,0.81694927,0.81687989,0.81694927,0.81687989,0.81694927
34790,AOI-0053,2025-06-26,0.39934241,0.37147554,0.39934241,0.37147554,0.39934241,0.37147554
34822,AOI-0053,2025-07-28,0.12743261,0.12686182,0.12743261,0.12686182,0.12743261,0.12686182
34827,AOI-0053,2025-08-02,0.12804988,0.13010494,0.12804988,0.13010494,0.12804988,0.13010494
34834,AOI-0053,2025-08-09,0.11640485,0.12019392,0.11640485,0.12019392,0.11640485,0.12019392
34837,AOI-0053,2025-08-12,0.13254923,0.13031121,0.13254923,0.13031121,0.13254923,0.13031121
34854,AOI-0053,2025-08-29,0.13819741,0.14070390,0.13819741,0.14070390,0.13819741,0.14070390
34857,AOI-0053,2025-09-01,0.12018872,0.11988018,0.12018872,0.11988018,0.12018872,0.11988018
34863,AOI-0053,2025-09-07,0.17323586,0.17005227,0.17323586,0.17005227,0.17323586,0.17005227
34867,AOI-0053,2025-09-11,0.15091354,0.15199280,0.15091354,0.15199280,0.15091354,0.15199280
34870,AOI-0053,2025-09-14,0.19649916,0.20131825,0.19649916,0.20131825,0.19649916,0.20131825
34871,AOI-0053,2025-09-15,0.19185135,0.19182412,0.19185135,0.19182412,0.19185135,0.19182412
34877,AOI-0053,2025-09-21,0.15715214,0.15989487,0.15715214,0.15989487,0.15715214,0.15989487
34882,AOI-0053,2025-09-26,0.17314392,0.16551380,0.17314392,0.16551380,0.17314392,0.16551380
34914,AOI-0053,2025-10-28,0.18089299,0.23047883,0.18089299,0.23047883,0.18089299,0.23047883
34927,AOI-0054,2025-04-11,,,,,,
34935,AOI-0054,2025-04-19,0.67465988,0.67465988,,,0.67465988,
34950,AOI-0054,2025-05-04,0.67317918,0.67317918,,,0.67317918,
34980,AOI-0054,2025-06-03,0.74060570,0.74060570,,,0.74060570,
35035,AOI-0054,2025-07-28,0.67445239,0.67445239,,,0.67445239,
35050,AOI-0054,2025-08-12,0.66626297,0.66626297,,,0.66626297,
35090,AOI-0054,2025-09-21,0.66500524,0.66500524,,,0.66500524,
35099,AOI-0054,2025-09-30,0.70035724,0.70035724,,,0.70035724,
35115,AOI-0054,2025-10-16,0.71333395,0.71333395,,,0.71333395,
35130,AOI-0055,2025-04-01,0.39405404,0.38054349,0.39405404,0.38054349,0.39405404,0.38054349
35132,AOI-0055,2025-04-11,0.43955883,0.45010540,,,0.43955883,
35140,AOI-0055,2025-05-09,0.50208521,0.49457227,0.50208521,0.49457227,0.50208521,0.49457227
35154,AOI-0055,2025-07-04,0.54944750,0.53068516,,,0.54944750,
35155,AOI-0055,2025-07-05,0.49416262,0.50655131,0.49416262,0.49416262,0.49416262,0.49416262
35156,AOI-0055,2025-07-08,0.46634151,0.46860637,0.46634151,0.46860637,0.46634151,0.46860637
35162,AOI-0055,2025-07-23,0.43112105,0.42227915,0.41011034,0.41011034,0.43112105,0.41011034
35172,AOI-0055,2025-08-17,0.39268010,0.39406696,0.39268010,0.39406696,0.39268010,0.39406696
35184,AOI-0055,2025-09-14,0.40906701,0.41385930,0.40906701,0.41385930,0.40906701,0.41385930
35187,AOI-0055,2025-09-22,0.41852454,0.41678444,,,0.41852454,
35198,AOI-0056,2025-04-23,0.76196927,0.77416354,0.76196927,0.77416354,0.76196927,0.77416354
35206,AOI-0056,2025-05-24,0.73034766,0.73992247,0.73034766,0.73992247,0.73034766,0.73992247
35211,AOI-0056,2025-06-10,0.41794843,0.40396328,0.41794843,0.40396328,0.41794843,0.40396328
35214,AOI-0056,2025-06-19,0.34842709,0.34541526,0.34842709,0.34541526,0.34842709,0.34541526
35223,AOI-0056,2025-07-18,0.18623163,0.19035872,0.18623163,0.19035872,0.18623163,0.19035872
35225,AOI-0056,2025-07-23,0.18873482,0.18930476,0.18873482,0.18930476,0.18873482,0.18930476
35233,AOI-0056,2025-08-09,0.15479231,0.16615844,0.15479231,0.16615844,0.15479231,0.16615844
35243,AOI-0056,2025-09-06,0.20038512,0.19307169,0.20038512,0.19307169,0.20038512,0.19307169
35245,AOI-0056,2025-09-08,0.15660467,0.15156669,0.15660467,0.15156669,0.15660467,0.15156669
35255,AOI-0056,2025-10-16,0.25794961,0.24525375,0.25794961,0.24525375,0.25794961,0.24525375
35266,AOI-0057,2025-05-04,0.78294125,0.78092011,0.78294125,0.78092011,0.78294125,0.78092011
35267,AOI-0057,2025-05-09,0.74281136,0.72649477,0.74281136,0.72649477,0.74281136,0.72649477
35270,AOI-0057,2025-05-19,0.74304579,0.76273668,0.74304579,0.76273668,0.74304579,0.76273668
35276,AOI-0057,2025-06-26,0.32786828,0.35200965,0.32786828,0.35200965,0.32786828,0.35200965
35277,AOI-0057,2025-06-27,0.25688929,0.25981348,0.25688929,0.25981348,0.25688929,0.25981348
35281,AOI-0057,2025-07-10,0.19211642,0.18233739,0.19211642,0.18233739,0.19211642,0.18233739
35283,AOI-0057,2025-07-13,0.17653474,0.16749782,0.17653474,0.16749782,0.17653474,0.16749782
35284,AOI-0057,2025-07-18,0.14984538,0.15482973,0.14984538,0.15482973,0.14984538,0.15482973
35291,AOI-0057,2025-08-05,0.21278399,0.22092281,0.21278399,0.22092281,0.21278399,0.22092281
35302,AOI-0057,2025-08-27,0.16028363,0.16043804,0.16028363,0.16043804,0.16028363,0.16043804
35305,AOI-0057,2025-09-01,0.15788583,0.15452262,0.15788583,0.15452262,0.15788583,0.15452262
35312,AOI-0057,2025-09-21,0.17253755,0.17175483,0.17253755,0.17175483,0.17253755,0.17175483
35343,AOI-0058,2010-04-23,0.46503771,0.46503771,0.46503771,0.46503771,0.47647845,0.46503771
35455,AOI-0058,2010-08-13,0.30178271,0.30178271,0.30178271,0.30178271,0.34578580,0.30178271
35471,AOI-0058,2010-08-29,0.27270958,0.27270958,0.27270958,0.27270958,0.31406016,0.27270958
35478,AOI-0058,2010-09-05,0.27235183,0.27235183,0.27235183,0.27235183,0.27235183,0.27235183
35535,AOI-0058,2011-04-02,,,,,,
35559,AOI-0058,2011-04-26,,,,,,
35606,AOI-0058,2011-06-12,,,,,,
35639,AOI-0058,2011-07-15,,,,,,
35684,AOI-0058,2011-08-29,,,,,0.50294584,
35687,AOI-0058,2011-09-01,,,,,,
35718,AOI-0058,2011-10-02,,,,,,
35743,AOI-0058,2011-10-27,,,,,,
35768,AOI-0058,2012-04-22,0.55779392,0.55779392,,,0.56203051,
35816,AOI-0058,2012-06-09,0.63882022,0.63882022,,,0.61958908,
35830,AOI-0058,2012-06-23,0.54492577,0.54492577,,,0.54492577,
35848,AOI-0058,2012-07-11,0.61084390,0.61084390,,,0.51898992,
35880,AOI-0058,2012-08-12,,,,,0.50224132,
35910,AOI-0058,2012-09-11,0.47003315,0.47003315,,,0.47003315,
35966,AOI-0058,2013-04-07,,,,,,0.13069625
35982,AOI-0058,2013-04-23,,,,,,0.38386116
35998,AOI-0058,2013-05-09,,,,,,0.46186818
36029,AOI-0058,2013-06-09,,,,,,0.26211677
36030,AOI-0058,2013-06-10,,,,,,
36061,AOI-0058,2013-07-11,,,,,,0.46469103
36069,AOI-0058,2013-07-19,,,,,,0.49282208
36109,AOI-0058,2013-08-28,,,,,,
36158,AOI-0058,2013-10-16,,,,,,0.35026042
36166,AOI-0058,2013-10-24,,,,,,
36197,AOI-0058,2014-04-25,0.88369942,0.88369942,0.88369942,0.88369942,0.88369942,0.88369942
36238,AOI-0058,2014-06-05,0.59948668,0.59948668,0.59948668,0.59948668,0.59948668,0.59948668
36243,AOI-0058,2014-06-10,0.47057983,0.47057983,0.47057983,0.47057983,0.47057983,0.52283253
36339,AOI-0058,2014-09-14,0.39190976,0.37112261,0.39190976,0.37112261,0.39190976,0.40736716
36413,AOI-0058,2015-04-28,0.44980676,0.44980676,0.44980676,0.44980676,0.44980676,0.44980676
36424,AOI-0058,2015-05-09,0.65394325,0.67675015,0.72847028,0.72847028,0.65394325,0.73843391
36541,AOI-0058,2015-09-03,0.45541976,0.45541976,0.45541976,0.45541976,0.45541976,0.45541976
36565,AOI-0058,2015-09-27,0.41050873,0.41050873,0.41050873,0.41050873,0.41050873,0.41050873
36604,AOI-0058,2016-04-06,0.81218551,0.81218551,0.81218551,0.81218551,0.71059499,0.73247542
36628,AOI-0058,2016-04-30,0.87963204,0.87963204,0.87963204,0.87963204,0.87963204,0.87963204
36668,AOI-0058,2016-06-09,0.76771804,0.76771804,0.76771804,0.76771804,0.75647029,0.77164524
36716,AOI-0058,2016-07-27,0.47478642,0.47478642,0.47478642,0.47478642,0.49070363,0.48405084
36717,AOI-0058,2016-07-28,0.50737611,0.51144288,0.50737611,0.51144288,0.50737611,0.51144288
36733,AOI-0058,2016-08-13,0.49788756,0.49593267,0.49788756,0.49593267,0.49788756,0.49593267
36836,AOI-0058,2017-04-25,0.82920474,0.82920474,0.82920474,0.82920474,0.82920474,0.82920474
36917,AOI-0058,2017-07-15,0.37255200,0.37255200,0.37255200,0.37255200,0.37255200,0.37255200
36977,AOI-0058,2017-09-13,0.19333293,0.19296539,0.19333293,0.19296539,0.19333293,0.19296539
36980,AOI-0058,2017-09-16,0.20982590,0.20982590,0.20982590,0.20982590,0.20982590,0.20982590
37069,AOI-0058,2018-05-15,0.64937081,0.67366926,0.64766170,0.64766170,0.64937081,0.64766170
37141,AOI-0058,2018-07-26,0.42987645,0.43626892,0.43531736,0.43531736,0.42987645,0.43531736
37148,AOI-0058,2018-08-02,,,,,,
37260,AOI-0058,2019-04-23,,,,,,
37292,AOI-0058,2019-05-25,0.89895765,0.89895765,0.89895765,0.89895765,0.89895765,0.89895765
37323,AOI-0058,2019-06-25,0.23273165,0.23273165,0.23273165,0.23273165,0.23273165,0.23273165
37325,AOI-0058,2019-06-27,0.29023054,0.29023054,0.29023054,0.29023054,0.29023054,0.29023054
37332,AOI-0058,2019-07-04,0.26315841,0.26315841,0.26315841,0.26315841,0.26315841,0.26315841
37389,AOI-0058,2019-08-30,0.20347231,0.20347231,0.20347231,0.20347231,0.20347231,0.20347231
37418,AOI-0058,2019-09-28,0.09413269,0.09413269,0.09413269,0.09413269,0.09413269,0.09413269
37420,AOI-0058,2019-09-30,0.49536254,0.49536254,0.49536254,0.49536254,0.49536254,0.49536254
37467,AOI-0058,2020-04-17,0.36483905,0.39452154,0.36483905,0.36483905,0.36483905,0.36483905
37484,AOI-0058,2020-05-04,0.51934738,0.52904985,0.48415519,0.48415519,0.51934738,0.48415519
37516,AOI-0058,2020-06-05,0.61073587,0.60261224,0.64249614,0.64249614,0.61073587,0.64249614
37540,AOI-0058,2020-06-29,0.43397490,0.42134423,0.48651027,0.48651027,0.43397490,0.48651027
37547,AOI-0058,2020-07-06,0.40299420,0.40370544,0.44220957,0.44220957,0.40299420,0.44220957
37563,AOI-0058,2020-07-22,0.41280791,0.41280791,0.41280791,0.41280791,0.41280791,0.41280791
37571,AOI-0058,2020-07-30,0.38574166,0.38574166,0.38574166,0.38574166,0.38574166,0.38574166
37579,AOI-0058,2020-08-07,0.37743161,0.37743161,0.37743161,0.37743161,0.37743161,0.37743161
37584,AOI-0058,2020-08-12,0.46148310,0.44409953,0.46148310,0.46148310,0.46148310,0.46148310
37595,AOI-0058,2020-08-23,0.33002213,0.32102438,0.33002213,0.32102438,0.33002213,0.32102438
37600,AOI-0058,2020-08-28,0.37756890,0.36393323,0.37756890,0.36393323,0.37756890,0.36393323
37627,AOI-0058,2020-09-24,0.33442344,0.34588965,0.33442344,0.34588965,0.33442344,0.34588965
37660,AOI-0058,2020-10-27,0.34200152,0.33506779,,,0.34200152,
37678,AOI-0058,2021-04-15,,,,,,
37702,AOI-0058,2021-05-09,,,,,,
37724,AOI-0058,2021-05-31,,,,,,
37763,AOI-0058,2021-07-09,,,,,,
37768,AOI-0058,2021-07-14,,,,,,
37779,AOI-0058,2021-07-25,,,,,,
37798,AOI-0058,2021-08-13,,,,,,
37813,AOI-0058,2021-08-28,,,,,,
37843,AOI-0058,2021-09-27,,,,,,
37947,AOI-0058,2022-06-10,0.80036167,0.80036167,0.80036167,0.80036167,0.80036167,0.80036167
37955,AOI-0058,2022-06-18,0.67438183,0.67438183,0.67438183,0.67438183,0.67438183,0.67438183
37971,AOI-0058,2022-07-04,0.28110900,0.28110900,0.28110900,0.28110900,0.28110900,0.28110900
37979,AOI-0058,2022-07-12,0.31327770,0.29434003,0.31327770,0.29434003,0.31327770,0.29434003
37984,AOI-0058,2022-07-17,0.29219934,0.29219934,0.29219934,0.29219934,0.29219934,0.29219934
37996,AOI-0058,2022-07-29,0.24528179,0.23624940,0.24528179,0.23624940,0.24528179,0.23624940
38043,AOI-0058,2022-09-14,0.17099757,0.19373945,0.17099757,0.19373945,0.17099757,0.19373945
38128,AOI-0058,2023-05-09,0.62219048,0.62219048,0.62219048,0.62219048,0.62219048,0.62219048
38139,AOI-0058,2023-05-20,,,,,,
38178,AOI-0058,2023-06-28,,,,,,
38228,AOI-0058,2023-08-17,,,,,,
38244,AOI-0058,2023-09-02,,,,,,
38252,AOI-0058,2023-09-10,,,,,,
38269,AOI-0058,2023-09-27,0.47003234,0.47003234,0.47003234,0.47003234,0.47003234,0.47003234
38284,AOI-0058,2023-10-12,,,,,,
38311,AOI-0058,2024-04-09,0.72486621,0.73644719,0.72486621,0.73644719,0.72486621,0.73644719
38341,AOI-0058,2024-05-09,0.75761430,0.76069736,0.75761430,0.76069736,0.75761430,0.76069736
38366,AOI-0058,2024-06-03,0.69890942,0.66311260,0.69890942,0.66311260,0.69890942,0.66311260
38386,AOI-0058,2024-06-23,0.32718285,0.31273633,0.32718285,0.31273633,0.32718285,0.31273633
38391,AOI-0058,2024-06-28,0.35755555,0.33017450,0.35755555,0.33017450,0.35755555,0.33017450
38402,AOI-0058,2024-07-09,,,,,,
38419,AOI-0058,2024-07-26,0.28086780,0.27018581,0.28086780,0.27018581,0.28086780,0.27018581
38420,AOI-0058,2024-07-27,0.29320646,0.29319738,0.29320646,0.29319738,0.29320646,0.29319738
38442,AOI-0058,2024-08-18,0.28934055,0.28934055,0.28934055,0.28934055,0.28934055,0.28934055
38451,AOI-0058,2024-08-27,0.20335049,0.21568390,0.20335049,0.21568390,0.20335049,0.21568390
38452,AOI-0058,2024-08-28,0.28591593,0.28452227,0.28591593,0.28452227,0.28591593,0.28452227
38476,AOI-0058,2024-09-21,0.22951534,0.23319756,0.22951534,0.23319756,0.22951534,0.23319756
38483,AOI-0058,2024-09-28,0.24635446,0.25305442,0.24635446,0.25305442,0.24635446,0.25305442
38486,AOI-0058,2024-10-01,0.23503412,0.23789161,0.23503412,0.23789161,0.23503412,0.23789161
38515,AOI-0058,2024-10-30,0.26956076,0.26956076,0.26956076,0.26956076,0.26956076,0.26956076
38522,AOI-0058,2025-04-07,0.41359136,0.42952503,0.49459352,0.49459352,0.41359136,0.49459352
38531,AOI-0058,2025-04-16,0.32419701,0.31214579,,,0.32419701,
38539,AOI-0058,2025-04-24,0.42005819,0.42081315,0.53714046,0.53714046,0.42005819,0.53714046
38624,AOI-0058,2025-07-18,0.28816557,0.28920012,0.27055416,0.27055416,0.28816557,0.27055416
38634,AOI-0058,2025-07-28,0.25932364,0.26380489,0.22186514,0.22186514,0.25932364,0.22186514
38639,AOI-0058,2025-08-02,0.24601417,0.25240693,0.24369024,0.24369024,0.24601417,0.24369024
38643,AOI-0058,2025-08-06,0.26058036,0.27155383,0.23283862,0.23283862,0.26058036,0.23283862
38646,AOI-0058,2025-08-09,0.18874231,0.19284020,0.18655442,0.18655442,0.18874231,0.18655442
38649,AOI-0058,2025-08-12,0.21318085,0.22752728,0.19292917,0.19292917,0.21318085,0.19292917
38651,AOI-0058,2025-08-14,0.26092725,0.24002616,,,0.26092725,
38682,AOI-0058,2025-09-14,0.23943199,0.23809762,0.23733025,0.23733025,0.23943199,0.23733025
38690,AOI-0058,2025-09-22,0.24576184,0.24576184,0.23707605,0.23707605,0.24576184,0.23707605
38740,AOI-0059,2010-06-26,0.69696712,0.69696712,0.69696712,0.69696712,0.62037790,0.66628255
38742,AOI-0059,2010-07-19,0.59842713,0.59842713,0.59842713,0.59842713,0.50975186,0.50975186
38748,AOI-0059,2010-08-28,0.34066956,0.34066956,0.34066956,0.34066956,0.34066956,0.34066956
38759,AOI-0059,2011-04-23,,,,,,0.80476342
38763,AOI-0059,2011-05-27,,,,,,
38764,AOI-0059,2011-05-28,,,,,,
38768,AOI-0059,2011-06-12,,,,,,
38771,AOI-0059,2011-06-26,,,,,,0.61125866
38773,AOI-0059,2011-07-07,,,,,,
38776,AOI-0059,2011-07-28,,,,,,0.58902040
38779,AOI-0059,2011-08-08,,,,,,
38782,AOI-0059,2011-08-23,,,,,,
38796,AOI-0059,2012-04-04,,,,,,
38814,AOI-0059,2012-08-12,,,,,,0.40785439
38815,AOI-0059,2012-08-26,,,,,,
38817,AOI-0059,2012-09-11,,,,,,
38821,AOI-0059,2012-10-13,,,,,,
38831,AOI-0059,2013-05-09,,,,,,
38837,AOI-0059,2013-06-18,,,,,,
38844,AOI-0059,2013-07-20,,,,,,
38848,AOI-0059,2013-08-13,,,,,,
38850,AOI-0059,2013-08-21,,,,,,
38858,AOI-0059,2013-10-16,,,,,,
38867,AOI-0059,2014-05-09,0.81119428,0.80064521,0.81119428,0.80064521,0.81119428,0.83636525
38899,AOI-0059,2014-10-27,0.21681659,0.20297636,0.21681659,0.20297636,0.21681659,0.20297636
38903,AOI-0059,2015-04-13,,,,,,
38907,AOI-0059,2015-05-22,0.51982146,0.51982146,0.51982146,0.51982146,0.51982146,0.51982146
38910,AOI-0059,2015-06-07,0.58682597,0.58682597,0.58682597,0.58682597,0.58682597,0.58682597
38921,AOI-0059,2015-08-02,0.78435885,0.78435885,0.78435885,0.78435885,0.78435885,0.78435885
38923,AOI-0059,2015-08-10,0.70596991,0.70596991,0.70596991,0.70596991,0.70596991,0.70596991
38928,AOI-0059,2015-08-29,0.50965643,0.50965643,0.50965643,0.50965643,0.50965643,0.53490257
38935,AOI-0059,2015-09-27,0.43122827,0.43122827,0.43122827,0.43122827,0.43122827,0.43122827
38937,AOI-0059,2015-09-30,0.48843832,0.48843832,0.48843832,0.48843832,0.48843832,0.46906570
38952,AOI-0059,2016-05-25,0.88436425,0.88436425,0.88436425,0.88436425,0.88436425,0.88436425
38960,AOI-0059,2016-07-04,0.28147988,0.28147988,0.28147988,0.28147988,0.28147988,0.28147988
38975,AOI-0059,2016-09-14,0.31175854,0.31175854,0.31175854,0.31175854,0.31175854,0.31175854
38978,AOI-0059,2016-10-24,0.23116450,0.23116450,0.23116450,0.23116450,0.23116450,0.23116450
38979,AOI-0059,2017-04-02,0.41510998,0.45054311,0.41510998,0.45054311,0.41510998,0.45054311
38989,AOI-0059,2017-05-06,0.93093237,0.92106592,0.93093237,0.92106592,0.93093237,0.92106592
38995,AOI-0059,2017-05-27,0.67796828,0.67796828,0.67796828,0.67796828,0.67796828,0.67796828
